,tmean,site_no,Date,00010_Mean,00060_Mean,Y_pred,Y_test_original
4286,0.4720502863193131,13310850,2023-06-11,0.49450549450549436,0.304302111627092,6.7432804,7.299999999999999
4287,0.4468977142133741,13310850,2023-06-12,0.49450549450549436,0.28502584771751516,7.239537,7.299999999999999
4288,0.48482051404304577,13310850,2023-06-13,0.5714285714285714,0.25523525803907826,7.210221,8.000000000000002
4289,0.30389527437495584,13310850,2023-06-14,0.5604395604395604,0.23333041268728644,7.5751033,7.900000000000001
4290,0.24901732383922714,13310850,2023-06-15,0.3956043956043956,0.18864452816963112,6.639841,6.4
4291,0.35335997727859375,13310850,2023-06-16,0.45054945054945056,0.1641111013756243,6.4785767,6.9
4292,0.4474924659302213,13310850,2023-06-17,0.5054945054945055,0.15272058179269254,7.0559626,7.400000000000001
4293,0.16927127090262511,13310850,2023-06-18,0.4835164835164834,0.2123017611495663,7.5928965,7.199999999999999
4294,0.024057853373767125,13310850,2023-06-19,0.23076923076923078,0.1606063261193376,5.8574767,4.9
4295,0.05662344869269708,13310850,2023-06-20,0.20879120879120877,0.14833961272233417,5.0920935,4.7
4296,0.16966778574798966,13310850,2023-06-21,0.2747252747252747,0.13694909313940243,5.0613594,5.3
4297,0.31143760573592205,13310850,2023-06-22,0.3736263736263736,0.12818715499868572,5.489712,6.2
4298,0.3678067718668874,13310850,2023-06-23,0.3956043956043956,0.12205379830018401,6.1829996,6.4
4299,0.40389786382610726,13310850,2023-06-24,0.45054945054945056,0.11679663541575397,6.595642,6.9
4300,0.48485068320408004,13310850,2023-06-25,0.5274725274725274,0.1124156663453956,6.8571153,7.6000000000000005
4301,0.44841480376892556,13310850,2023-06-26,0.5384615384615383,0.10891089108910892,7.32768,7.7
4302,0.3652596150842517,13310850,2023-06-27,0.5384615384615383,0.10891089108910892,7.283768,7.7
4303,0.4175300499640765,13310850,2023-06-28,0.5054945054945055,0.11679663541575397,6.88173,7.400000000000001
4304,0.5343972826381822,13310850,2023-06-29,0.5824175824175823,0.10628230964689389,7.0699143,8.100000000000001
4305,0.6607635263885623,13310850,2023-06-30,0.6923076923076921,0.0966441776921055,7.78522,9.1
4306,0.694216933530844,13310850,2023-07-01,0.7252747252747251,0.08875843336546044,8.677934,9.4
4307,0.6371021904290597,13310850,2023-07-02,0.703296703296703,0.08262507666695873,9.080457,9.2
4308,0.58906836479859,13310850,2023-07-03,0.6923076923076921,0.07736791378252869,8.861353,9.1
4309,0.4938109651336568,13310850,2023-07-04,0.6153846153846154,0.07298694471217032,8.633077,8.400000000000002
4310,0.5420473433875282,13310850,2023-07-05,0.6483516483516483,0.0690440725488478,8.135837,8.700000000000001
4311,0.5969726849895681,13310850,2023-07-06,0.6703296703296702,0.06527643914833961,8.418432,8.9
4312,0.6264868792921181,13310850,2023-07-07,0.6923076923076921,0.06229738018049592,8.787662,9.1
4313,0.632994827674081,13310850,2023-07-08,0.6373626373626373,0.0682554981161833,8.99761,8.600000000000001
4314,0.7170507959890634,13310850,2023-07-09,0.7362637362637361,0.06352405152019626,9.013808,9.5
4315,0.7222269855335995,13310850,2023-07-10,0.8241758241758241,0.05835450801717339,9.540006,10.3
4316,0.6293615810942116,13310850,2023-07-11,0.758241758241758,0.0545868746166652,9.645041,9.7
4317,0.6209357536618128,13310850,2023-07-12,0.703296703296703,0.051257338123192844,9.108012,9.2
4318,0.6430800000657639,13310850,2023-07-13,0.7362637362637361,0.04897923420660649,9.06844,9.5
4319,0.6400501367065798,13310850,2023-07-14,0.747252747252747,0.04626303338298432,9.230761,9.6
4320,0.6869289027139093,13310850,2023-07-15,0.758241758241758,0.0433715937965478,9.235971,9.7
4321,0.7901983930605997,13310850,2023-07-16,0.813186813186813,0.040655392972925614,9.528969,10.2
4322,0.7058579961429509,13310850,2023-07-17,0.813186813186813,0.039428721633225264,10.198822,10.2
4346,0.5976924702048708,13310850,2023-08-10,0.6923076923076921,0.011478138964338913,9.7032995,9.1
4347,0.6219140729682673,13310850,2023-08-11,0.6813186813186811,0.009725751336195566,9.154576,9.0
4348,0.63626172856962,13310850,2023-08-12,0.6923076923076921,0.00858669937790239,9.307542,9.1
4349,0.6908940100651555,13310850,2023-08-13,0.7252747252747251,0.007885744326645051,9.409398,9.4
4350,0.7790400781274405,13310850,2023-08-14,0.802197802197802,0.007009550512573379,9.730965,10.1
4351,0.8477398612711821,13310850,2023-08-15,0.8791208791208791,0.005870498554280207,10.281717,10.8
4352,0.8731122079057999,13310850,2023-08-16,0.901098901098901,0.004819065977394198,10.74231,11.0
4353,0.8477010606063097,13310850,2023-08-17,0.8901098901098901,0.004293349688951193,10.93184,10.9
4354,0.7127753655236363,13310850,2023-08-18,0.9340659340659339,0.004118110926136859,10.791864,11.3
4355,0.685769568441249,13310850,2023-08-19,0.846153846153846,0.004731446595987031,9.944464,10.5
4356,0.521450355700163,13310850,2023-08-20,0.7802197802197801,0.015771488653290106,9.815613,9.9
4357,0.5838059835228702,13310850,2023-08-21,0.802197802197802,0.02882677648295803,8.762162,10.1
4358,0.5557916157681956,13310850,2023-08-22,0.8351648351648351,0.02304389731008499,9.021028,10.4
4359,0.5444091694520392,13310850,2023-08-23,0.7802197802197801,0.020678174012091478,8.86008,9.9
4360,0.6238190458653453,13310850,2023-08-24,0.7142857142857142,0.011390519582931743,8.728349,9.3
4361,0.6553804684687055,13310850,2023-08-25,0.7692307692307692,0.009287654429159731,9.1607,9.8
4362,0.662190108461011,13310850,2023-08-26,0.758241758241758,0.009375273810566895,9.35946,9.7
4363,0.7031901627161781,13310850,2023-08-27,0.8351648351648351,0.00884955752212389,9.386422,10.4
4364,0.7112798547276802,13310850,2023-08-28,0.8241758241758241,0.006483834224130375,9.626414,10.3
4365,0.6636295966868178,13310850,2023-08-29,0.7692307692307692,0.006308595461316041,9.717444,9.8
4366,0.398695820872456,13310850,2023-08-30,0.6593406593406592,0.006396214842723208,9.453512,8.8
4367,0.4777953741715812,13310850,2023-08-31,0.5714285714285714,0.004994304740208531,7.9059086,8.000000000000002
4642,0.3029772522881706,13310850,2024-06-01,0.1758241758241758,0.43835976518005787,8.239136,4.4
4643,0.3046904413904449,13310850,2024-06-02,0.1758241758241758,0.43397879610969947,5.476023,4.4
4644,0.20934255479360842,13310850,2024-06-03,0.1428571428571428,0.7756943835976519,5.239674,4.1
4645,0.3157324159825858,13310850,2024-06-04,0.15384615384615385,0.5995794269692456,3.5012047,4.2
4646,0.44342826069443336,13310850,2024-06-05,0.2967032967032967,0.6144747218084641,4.371427,5.5
4647,0.5378301139194097,13310850,2024-06-06,0.3406593406593406,0.6048365898536757,5.0643926,5.9
4648,0.5951754825832694,13310850,2024-06-07,0.4175824175824175,0.6381319547883992,5.7171607,6.6
4649,0.5699647094800218,13310850,2024-06-08,0.45054945054945056,0.6083413651099624,6.036015,6.9
4650,0.5337335610954284,13310850,2024-06-09,0.4835164835164834,0.5741698063611672,6.159221,7.199999999999999
4651,0.4703026123040854,13310850,2024-06-10,0.4835164835164834,0.5198457898887234,6.242893,7.199999999999999
4652,0.5217304685509102,13310850,2024-06-11,0.5274725274725274,0.46114080434592136,6.253532,7.6000000000000005
4653,0.45204155616971675,13310850,2024-06-12,0.5164835164835164,0.40243581880311924,6.9258976,7.500000000000001
4654,0.5325741857203689,13310850,2024-06-13,0.5164835164835164,0.3498641899588189,6.8442636,7.500000000000001
4655,0.4984613316848531,13310850,2024-06-14,0.6153846153846154,0.314816437395952,7.617443,8.400000000000002
4656,0.15827886580395467,13310850,2024-06-15,0.4395604395604395,0.28414965390344343,7.581052,6.8
4657,0.0986923682709207,13310850,2024-06-16,0.26373626373626374,0.24734951371243322,5.7351685,5.2
4658,0.005592089308937127,13310850,2024-06-17,0.1758241758241758,0.23595899412950147,5.5255632,4.4
4659,0.14251972298627014,13310850,2024-06-18,0.18681318681318676,0.20616840445106457,4.9972157,4.5
4660,0.27744542834454333,13310850,2024-06-19,0.2747252747252747,0.17287303951634103,5.5404468,5.3
4661,0.44124099651944887,13310850,2024-06-20,0.3846153846153845,0.15447296942083588,6.2613215,6.3
4662,0.5303632054610292,13310850,2024-06-21,0.5054945054945055,0.14658722509419084,7.1731687,7.400000000000001
4663,0.6561691413051163,13310850,2024-06-22,0.6043956043956045,0.13870148076754577,7.773182,8.300000000000002
4664,0.6870538951099653,13310850,2024-06-23,0.6923076923076921,0.1316919302549724,8.56199,9.1
4665,0.6159060941705289,13310850,2024-06-24,0.6813186813186811,0.12643476737054238,8.888689,9.0
4666,0.6606794719821385,13310850,2024-06-25,0.6923076923076921,0.12030141067204064,8.561655,9.1
4667,0.6683747864730359,13310850,2024-06-26,0.7362637362637361,0.1150442477876106,8.899136,9.5
4668,0.4163663999394973,13310850,2024-06-27,0.6923076923076921,0.10978708490318059,9.06229,9.1
4669,0.4240250921926815,13310850,2024-06-28,0.5384615384615383,0.10540611583282222,7.6391287,7.7
4670,0.5968972620869825,13310850,2024-06-29,0.6263736263736264,0.10014895294839218,7.6554255,8.500000000000002
4671,0.4818229982720552,13310850,2024-06-30,0.6593406593406592,0.09839656532024883,8.660726,8.8
4672,0.39382563869018167,13310850,2024-07-01,0.5824175824175823,0.09401559624989048,8.069842,8.100000000000001
4673,0.40564981249085474,13310850,2024-07-02,0.5714285714285714,0.0896346271795321,7.4928117,8.000000000000002
4674,0.39661197033393236,13310850,2024-07-03,0.5494505494505493,0.0835012704810304,7.4763846,7.8
4675,0.4549205737237294,13310850,2024-07-04,0.5604395604395604,0.07824410759660037,7.4100456,7.900000000000001
4676,0.5457538755452233,13310850,2024-07-05,0.6263736263736264,0.073863138526242,7.6842055,8.500000000000002
4677,0.6002266386293501,13310850,2024-07-06,0.6703296703296702,0.0690440725488478,8.197555,8.9
4678,0.6158522089251394,13310850,2024-07-07,0.6813186813186811,0.06492596162271093,8.575964,9.0
4679,0.6897217285367382,13310850,2024-07-08,0.747252747252747,0.06098308945938842,8.728741,9.6
4680,0.7413629884403612,13310850,2024-07-09,0.802197802197802,0.05695259791465872,9.208634,10.1
4681,0.8247378900001149,13310850,2024-07-10,0.8241758241758241,0.05318496451415053,9.623135,10.3
4682,0.7909418532578584,13310850,2024-07-11,0.8681318681318679,0.04968018925786384,10.238028,10.7
4683,0.7504998873794261,13310850,2024-07-12,0.8351648351648351,0.046701130290020154,10.129876,10.4
4684,0.7897372241412476,13310850,2024-07-13,0.857142857142857,0.04345921317795497,9.939477,10.6
4685,0.7000891922063274,13310850,2024-07-14,0.813186813186813,0.041969683694033116,10.274282,10.2
4686,0.698225198401281,13310850,2024-07-15,0.846153846153846,0.03925348287041093,9.753053,10.5
4687,0.6775441152050926,13310850,2024-07-16,0.7802197802197801,0.03601156575834574,9.776052,9.9
4688,0.6982014412145267,13310850,2024-07-17,0.7692307692307692,0.03434679751160957,9.672359,9.8
4689,0.7849898970302694,13310850,2024-07-18,0.8681318681318679,0.03241917112065189,9.794863,10.7
4690,0.7984281620486751,13310850,2024-07-19,0.8791208791208791,0.030141067204065532,10.338291,10.8
4691,0.816376757744103,13310850,2024-07-20,0.901098901098901,0.02777534390607202,10.425771,11.0
4692,0.8512287151225589,13310850,2024-07-21,0.912087912087912,0.025497239989485675,10.538784,11.100000000000001
4693,0.8429278389838172,13310850,2024-07-22,0.901098901098901,0.02505914308244984,10.788067,11.0
4694,0.8452616332120538,13310850,2024-07-23,0.9450549450549448,0.02251818102164199,10.749993,11.4
4695,0.8467852169466836,13310850,2024-07-24,0.9560439560439558,0.020590554630684304,10.802384,11.5
4696,0.6106178183832947,13310850,2024-07-25,0.9999999999999998,0.02856391833873653,10.850853,11.9
4697,0.5435536641144817,13310850,2024-07-26,0.8351648351648351,0.020590554630684304,9.263681,10.4
4698,0.5487147690785007,13310850,2024-07-27,0.7692307692307692,0.01910102514676246,8.92589,9.8
4699,0.5543736651995851,13310850,2024-07-28,0.758241758241758,0.01778673442565495,8.949857,9.7
4700,0.6307967946704984,13310850,2024-07-29,0.7802197802197801,0.016297204941733107,8.930028,9.9
4701,0.45357590873294457,13310850,2024-07-30,0.747252747252747,0.01910102514676246,9.309849,9.6
4702,0.6193992637738249,13310850,2024-07-31,0.7142857142857142,0.017085779374397616,8.230863,9.3
4703,0.7699483096227293,13310850,2024-08-01,0.813186813186813,0.014194339787961096,9.024629,10.2
4704,0.9000922337838704,13310850,2024-08-02,0.8791208791208791,0.012266713397003415,9.990966,10.8
4705,0.8879921806795706,13310850,2024-08-03,0.912087912087912,0.010777183913081571,10.881741,11.100000000000001
4706,0.7513015485739933,13310850,2024-08-04,0.9450549450549448,0.011565758345746077,10.873047,11.4
4707,0.8141054391626947,13310850,2024-08-05,0.8901098901098901,0.0099009900990099,10.013013,10.9
4708,0.7445544253309154,13310850,2024-08-06,0.901098901098901,0.008323841233680886,10.4995165,11.0
4709,0.6770786716362207,13310850,2024-08-07,0.857142857142857,0.007272408656794883,10.140623,10.6
4710,0.6639269725452414,13310850,2024-08-08,0.7912087912087911,0.006571453605537545,9.744753,10.0
4711,0.7070238245946893,13310850,2024-08-09,0.7802197802197801,0.006483834224130375,9.681408,9.9
4712,0.6284478747593454,13310850,2024-08-10,0.7362637362637361,0.007885744326645051,9.943815,9.5
4713,0.6079457103070021,13310850,2024-08-11,0.7142857142857142,0.008148602470866552,9.430794,9.3
4714,0.6950229104773304,13310850,2024-08-12,0.758241758241758,0.007272408656794883,9.245324,9.7
4715,0.5782978921045578,13310850,2024-08-13,0.7252747252747251,0.006571453605537545,9.738927,9.4
4716,0.5648596270861522,13310850,2024-08-14,0.6703296703296702,0.0057828791728730365,9.040068,8.9
4717,0.49762736400449176,13310850,2024-08-15,0.5824175824175823,0.011127661438710242,8.877706,8.100000000000001
4718,0.5067126383301246,13310850,2024-08-16,0.6043956043956045,0.009462893191974065,8.433533,8.300000000000002
4719,0.6559903047660698,13310850,2024-08-17,0.6483516483516483,0.006396214842723208,8.417627,8.700000000000001
4720,0.6936588040517101,13310850,2024-08-18,0.7912087912087911,0.005257162884430035,9.245472,10.0
4721,0.6812398785341898,13310850,2024-08-19,0.7802197802197801,0.003942872163322522,9.554685,9.9
4722,0.5888938029090633,13310850,2024-08-20,0.703296703296703,0.002628581442215016,9.498266,9.2
4723,0.5077405682324488,13310850,2024-08-21,0.6373626373626373,0.0024533426794006823,8.958019,8.600000000000001
4724,0.6114475114141362,13310850,2024-08-22,0.6263736263736264,0.0021904845351791817,8.461674,8.500000000000002
4725,0.5040275829980747,13310850,2024-08-23,0.6043956043956045,0.0021904845351791817,9.019641,8.300000000000002
4726,0.2924460366600519,13310850,2024-08-24,0.5494505494505493,0.003942872163322522,8.477525,7.8
4727,0.36353349927741985,13310850,2024-08-25,0.4835164835164834,0.0040304915447296925,7.2398133,7.199999999999999
4728,0.4382757872342525,13310850,2024-08-26,0.5164835164835164,0.0027162008236221863,7.404086,7.500000000000001
4729,0.5153540067440816,13310850,2024-08-27,0.5604395604395604,0.0014895294839218434,7.785148,7.900000000000001
4730,0.3213008046205673,13310850,2024-08-28,0.4835164835164834,0.0013142907211075062,8.216564,7.199999999999999
4731,0.4396851062990249,13310850,2024-08-29,0.42857142857142855,0.0013142907211075062,7.2677174,6.7
4732,0.5751732466127514,13310850,2024-08-30,0.5054945054945055,0.000613335669850168,7.6298113,7.400000000000001
4733,0.6374060193641623,13310850,2024-08-31,0.5714285714285714,0.00017523876281433023,8.404864,8.000000000000002
